r,u,v
2,0xb00000d0,0xe33d0eee
2,0xb00000d0,0xeee00666
2,0xb00000d0,0xeee00eee
2,0xb00000e0,0x22200666
2,0xb00000e0,0x22200eee
2,0xb00000e0,0x27750666
2,0xb00000e0,0x27750eee
2,0xb00000e0,0x33300666
2,0xb00000e0,0x33300eee
2,0xb00000e0,0x3bb80666
2,0xb00000e0,0x3bb80eee
2,0xb00000e0,0x72250666
2,0xb00000e0,0x72250eee
2,0xb00000e0,0x7aad0666
2,0xb00000e0,0x7aad0eee
2,0xb00000e0,0xa77d0666
2,0xb00000e0,0xa77d0eee
2,0xb00000e0,0xaaa00666
2,0xb00000e0,0xaaa00eee
2,0xb00000e0,0xb3380666
2,0xb00000e0,0xb3380eee
2,0xb00000e0,0xfff00666
2,0xb00000e0,0xfff00eee
2,0xb00000f0,0x11100666
2,0xb00000f0,0x11100eee
2,0xb00000f0,0x55500666
2,0xb00000f0,0x55500eee
2,0xb00000f0,0x88800666
2,0xb00000f0,0x88800eee
2,0xb00000f0,0xdee30666
2,0xb00000f0,0xdee30eee
2,0xb00000f0,0xedd30666
2,0xb00000f0,0xedd30eee
2,0xb0000100,0x0404e886
2,0xb0000100,0x0b0bb11a
2,0xb0000100,0x0e0e488c
2,0xb0000100,0x0e0eeaa4
2,0xb0000100,0x0e0eebb5
2,0xb0000200,0x0202844c
2,0xb0000200,0x07077334
2,0xb0000200,0x0707833b
2,0xb0000200,0x08082446
2,0xb0000200,0x08087334
2,0xb0000200,0x0808866e
2,0xb0000200,0x08088ee6
2,0xb0000200,0x0808a44e
2,0xb0000200,0x0808c00c
2,0xb0000200,0x0808f44b
2,0xb0000200,0x0a0a844c
2,0xb0000200,0x0c0c8008
2,0xb0000200,0x0f0f844c
2,0xb0000200,0x0f0ff44b
2,0xb0000300,0x03033665
2,0xb0000300,0x03033eed
2,0xb0000300,0x0404688e
2,0xb0000300,0x0606488c
2,0xb0000300,0x06066224
2,0xb0000300,0x06066bbd
2,0xb0000400,0x01011776
2,0xb0000400,0x01011ffe
2,0xb0000400,0x0101588d
2,0xb0000400,0x0101599c
2,0xb0000400,0x01015ffa
2,0xb0000400,0x01019ff6
2,0xb0000400,0x0101dff2
2,0xb0000400,0x05051889
2,0xb0000400,0x05051998
2,0xb0000400,0x05051ffe
2,0xb0000400,0x05055772
2,0xb0000400,0x05055ffa
2,0xb0000400,0x05059ff6
2,0xb0000400,0x0505dff2
2,0xb0000400,0x09091ffe
2,0xb0000400,0x09095ffa
2,0xb0000400,0x09099ff6
2,0xb0000400,0x0909dff2
2,0xb0000400,0x0b0bb11a
2,0xb0000400,0x0b0bb992
2,0xb0000400,0x0d0d1ffe
2,0xb0000400,0x0d0d5ffa
2,0xb0000400,0x0d0d9ff6
2,0xb0000400,0x0d0ddff2
2,0xb0000400,0x0e0ee11f
2,0xb0000500,0x01015550
2,0xb0000500,0x01015772
2,0xb0000500,0x04044bbf
2,0xb0000500,0x0404e886
2,0xb0000500,0x05051554
2,0xb0000500,0x05051776
2,0xb0000500,0x0e0e488c
2,0xb0000500,0x0e0eebb5
2,0xb0000600,0x01011ffe
2,0xb0000600,0x01015ffa
2,0xb0000600,0x01019ff6
2,0xb0000600,0x0101dff2
2,0xb0000600,0x03033665
2,0xb0000600,0x03033eed
2,0xb0000600,0x05051ffe
2,0xb0000600,0x05055ffa
2,0xb0000600,0x05059ff6
2,0xb0000600,0x0505dff2
2,0xb0000600,0x09091ffe
2,0xb0000600,0x09095ffa
2,0xb0000600,0x0909977e
2,0xb0000600,0x09099ff6
2,0xb0000600,0x0909d00d
2,0xb0000600,0x0909d11c
2,0xb0000600,0x0909dff2
2,0xb0000600,0x0d0d1ffe
2,0xb0000600,0x0d0d5ffa
2,0xb0000600,0x0d0d9009
2,0xb0000600,0x0d0d9118
2,0xb0000600,0x0d0d9ff6
2,0xb0000600,0x0d0dd77a
2,0xb0000600,0x0d0ddff2
2,0xb0000700,0x04044bbf
2,0xb0000700,0x0404688e
2,0xb0000700,0x0606488c
2,0xb0000700,0x06066bbd
2,0xb0000700,0x0909d77a
2,0xb0000700,0x0909ddd0
2,0xb0000700,0x0d0d977e
2,0xb0000700,0x0d0d9dd4
2,0xb0000800,0x02022cce
2,0xb0000800,0x02027ccb
2,0xb0000800,0x0202acc6
2,0xb0000800,0x0202fcc3
2,0xb0000800,0x06066224
2,0xb0000800,0x07072cce
2,0xb0000800,0x07077ccb
2,0xb0000800,0x0707acc6
2,0xb0000800,0x0707fcc3
2,0xb0000800,0x0808844c
2,0xb0000800,0x0a0a2cce
2,0xb0000800,0x0a0a7ccb
2,0xb0000800,0x0a0aacc6
2,0xb0000800,0x0a0afcc3
2,0xb0000800,0x0f0f2cce
2,0xb0000800,0x0f0f7ccb
2,0xb0000800,0x0f0facc6
2,0xb0000800,0x0f0ff44b
2,0xb0000800,0x0f0ffcc3
2,0xb0000900,0x01011889
2,0xb0000900,0x0303388b
2,0xb0000900,0x0404488c
2,0xb0000900,0x04046bbd
2,0xb0000900,0x04047bbc
2,0xb0000900,0x0404ebb5
2,0xb0000900,0x0404fbb4
2,0xb0000900,0x0505588d
2,0xb0000900,0x06064bbf
2,0xb0000900,0x0606688e
2,0xb0000900,0x07074bbf
2,0xb0000900,0x09099881
2,0xb0000900,0x0b0bb883
2,0xb0000900,0x0d0dd885
2,0xb0000900,0x0e0e4bbf
2,0xb0000900,0x0e0ee886
2,0xb0000900,0x0f0f4bbf
2,0xb0000a00,0x02022cce
2,0xb0000a00,0x02027ccb
2,0xb0000a00,0x0202acc6
2,0xb0000a00,0x0202fcc3
2,0xb0000a00,0x07072cce
2,0xb0000a00,0x07077ccb
2,0xb0000a00,0x0707acc6
2,0xb0000a00,0x0707fcc3
2,0xb0000a00,0x0808844c
2,0xb0000a00,0x0a0a2cce
2,0xb0000a00,0x0a0a7ccb
2,0xb0000a00,0x0a0aacc6
2,0xb0000a00,0x0a0afcc3
2,0xb0000a00,0x0f0f2cce
2,0xb0000a00,0x0f0f7ccb
2,0xb0000a00,0x0f0facc6
2,0xb0000a00,0x0f0ff44b
2,0xb0000a00,0x0f0ffcc3
2,0xb0000b00,0x03033003
2,0xb0000b00,0x08088008
2,0xb0000b00,0x0b0bb00b
2,0xb0000b00,0x0c0cc00c
2,0xb0000c00,0x02022cce
2,0xb0000c00,0x02022ddf
2,0xb0000c00,0x02027ccb
2,0xb0000c00,0x0202a55f
2,0xb0000c00,0x0202acc6
2,0xb0000c00,0x0202fcc3
2,0xb0000c00,0x03033556
2,0xb0000c00,0x03033dde
2,0xb0000c00,0x0303b55e
2,0xb0000c00,0x07072cce
2,0xb0000c00,0x07077334
2,0xb0000c00,0x07077ccb
2,0xb0000c00,0x0707acc6
2,0xb0000c00,0x0707fcc3
2,0xb0000c00,0x0808844c
2,0xb0000c00,0x0a0a2557
2,0xb0000c00,0x0a0a2cce
2,0xb0000c00,0x0a0a7ccb
2,0xb0000c00,0x0a0aacc6
2,0xb0000c00,0x0a0aadd7
2,0xb0000c00,0x0a0afcc3
2,0xb0000c00,0x0b0b3556
2,0xb0000c00,0x0b0bb55e
2,0xb0000c00,0x0b0bbdd6
2,0xb0000c00,0x0f0f2cce
2,0xb0000c00,0x0f0f7ccb
2,0xb0000c00,0x0f0facc6
2,0xb0000c00,0x0f0ffcc3
2,0xb0000d00,0x0101488c
2,0xb0000d00,0x03034bbf
2,0xb0000d00,0x04041889
2,0xb0000d00,0x04043bb8
2,0xb0000d00,0x04044115
2,0xb0000d00,0x0404499d
2,0xb0000d00,0x04044bbf
2,0xb0000d00,0x0404588d
2,0xb0000d00,0x04046bbd
2,0xb0000d00,0x04049881
2,0xb0000d00,0x0404bbb0
2,0xb0000d00,0x0404d885
2,0xb0000d00,0x0404ebb5
2,0xb0000d00,0x0505488c
2,0xb0000d00,0x06064bbf
2,0xb0000d00,0x0606688e
2,0xb0000d00,0x0606699f
2,0xb0000d00,0x0909488c
2,0xb0000d00,0x0b0b4bbf
2,0xb0000d00,0x0b0bb992
2,0xb0000d00,0x0d0d488c
2,0xb0000d00,0x0e0e4bbf
2,0xb0000d00,0x0e0ee886
2,0xb0000e00,0x02022557
2,0xb0000e00,0x02022cce
2,0xb0000e00,0x02027ccb
2,0xb0000e00,0x0202acc6
2,0xb0000e00,0x0202add7
2,0xb0000e00,0x0202fcc3
2,0xb0000e00,0x03033556
2,0xb0000e00,0x03033dde
2,0xb0000e00,0x0303bdd6
2,0xb0000e00,0x07072cce
2,0xb0000e00,0x07077334
2,0xb0000e00,0x07077ccb
2,0xb0000e00,0x0707acc6
2,0xb0000e00,0x0707fcc3
2,0xb0000e00,0x0808844c
2,0xb0000e00,0x0a0a2cce
2,0xb0000e00,0x0a0a2ddf
2,0xb0000e00,0x0a0a7ccb
2,0xb0000e00,0x0a0aa55f
2,0xb0000e00,0x0a0aacc6
2,0xb0000e00,0x0a0afcc3
2,0xb0000e00,0x0b0b3dde
2,0xb0000e00,0x0b0bb55e
2,0xb0000e00,0x0b0bbdd6
2,0xb0000e00,0x0f0f2cce
2,0xb0000e00,0x0f0f7ccb
2,0xb0000e00,0x0f0facc6
2,0xb0000e00,0x0f0ffcc3
2,0xb0000f00,0x07077334
2,0xb0000f00,0x0707833b
2,0xb0000f00,0x08087334
2,0xb0000f00,0x0808833b
2,0xb0000f00,0x0808f44b
2,0xb0000f00,0x0f0f844c
2,0xb0000f00,0x0f0ff44b
2,0xb0001000,0x01110666
2,0xb0001000,0x01110eee
2,0xb0001000,0x02220666
2,0xb0001000,0x02220eee
2,0xb0001000,0x04440222
2,0xb0001000,0x04440333
2,0xb0001000,0x04440444
2,0xb0001000,0x04440555
2,0xb0001000,0x04440666
2,0xb0001000,0x04440aaa
2,0xb0001000,0x04440bbb
2,0xb0001000,0x04440ccc
2,0xb0001000,0x04440ddd
2,0xb0001000,0x04440eee
2,0xb0001000,0x05550666
2,0xb0001000,0x05550eee
2,0xb0001000,0x06660666
2,0xb0001000,0x06660eee
2,0xb0001000,0x09990666
2,0xb0001000,0x09990eee
2,0xb0001000,0x0aaa0666
2,0xb0001000,0x0aaa0eee
2,0xb0001000,0x0ccc0222
2,0xb0001000,0x0ccc0333
2,0xb0001000,0x0ccc0444
2,0xb0001000,0x0ccc0555
2,0xb0001000,0x0ccc0666
2,0xb0001000,0x0ccc0aaa
2,0xb0001000,0x0ccc0bbb
2,0xb0001000,0x0ccc0ccc
2,0xb0001000,0x0ccc0ddd
2,0xb0001000,0x0ccc0eee
2,0xb0001000,0x0ddd0666
2,0xb0001000,0x0ddd0eee
2,0xb0001000,0x0eee0666
2,0xb0001000,0x0eee0eee
2,0xb0002000,0x08880222
2,0xb0002000,0x08880333
2,0xb0002000,0x08880444
2,0xb0002000,0x08880555
2,0xb0002000,0x08880666
2,0xb0002000,0x08880aaa
2,0xb0002000,0x08880bbb
2,0xb0002000,0x08880ccc
2,0xb0002000,0x08880ddd
2,0xb0002000,0x08880eee
2,0xb0003000,0x01110666
2,0xb0003000,0x01110eee
2,0xb0003000,0x02220666
2,0xb0003000,0x02220eee
2,0xb0003000,0x04440222
2,0xb0003000,0x04440333
2,0xb0003000,0x04440444
2,0xb0003000,0x04440555
2,0xb0003000,0x04440666
2,0xb0003000,0x04440aaa
2,0xb0003000,0x04440bbb
2,0xb0003000,0x04440ccc
2,0xb0003000,0x04440ddd
2,0xb0003000,0x04440eee
2,0xb0003000,0x05550666
2,0xb0003000,0x05550eee
2,0xb0003000,0x06660666
2,0xb0003000,0x06660eee
2,0xb0003000,0x09990666
2,0xb0003000,0x09990eee
2,0xb0003000,0x0aaa0666
2,0xb0003000,0x0aaa0eee
2,0xb0003000,0x0ccc0222
2,0xb0003000,0x0ccc0333
2,0xb0003000,0x0ccc0444
2,0xb0003000,0x0ccc0555
2,0xb0003000,0x0ccc0666
2,0xb0003000,0x0ccc0aaa
2,0xb0003000,0x0ccc0bbb
2,0xb0003000,0x0ccc0ccc
2,0xb0003000,0x0ccc0ddd
2,0xb0003000,0x0ccc0eee
2,0xb0003000,0x0ddd0666
2,0xb0003000,0x0ddd0eee
2,0xb0003000,0x0eee0666
2,0xb0003000,0x0eee0eee
2,0xb0004000,0x01110222
2,0xb0004000,0x01110333
2,0xb0004000,0x01110444
2,0xb0004000,0x01110555
2,0xb0004000,0x01110666
2,0xb0004000,0x01110aaa
2,0xb0004000,0x01110bbb
2,0xb0004000,0x01110ccc
2,0xb0004000,0x01110ddd
2,0xb0004000,0x01110eee
2,0xb0004000,0x03330666
2,0xb0004000,0x03330eee
2,0xb0004000,0x04440666
2,0xb0004000,0x04440eee
2,0xb0004000,0x06660666
2,0xb0004000,0x06660eee
2,0xb0004000,0x09990666
2,0xb0004000,0x09990eee
2,0xb0004000,0x0bbb0666
2,0xb0004000,0x0bbb0eee
2,0xb0004000,0x0ccc0666
2,0xb0004000,0x0ccc0eee
2,0xb0004000,0x0eee0666
2,0xb0004000,0x0eee0eee
2,0xb0005000,0x02220666
2,0xb0005000,0x02220eee
2,0xb0005000,0x03330666
2,0xb0005000,0x03330eee
2,0xb0005000,0x04440666
2,0xb0005000,0x04440eee
2,0xb0005000,0x05550222
2,0xb0005000,0x05550333
2,0xb0005000,0x05550444
2,0xb0005000,0x05550555
2,0xb0005000,0x05550666
2,0xb0005000,0x05550aaa
2,0xb0005000,0x05550bbb
2,0xb0005000,0x05550ccc
2,0xb0005000,0x05550ddd
2,0xb0005000,0x05550eee
2,0xb0005000,0x0aaa0666
2,0xb0005000,0x0aaa0eee
2,0xb0005000,0x0bbb0666
2,0xb0005000,0x0bbb0eee
2,0xb0005000,0x0ccc0666
2,0xb0005000,0x0ccc0eee
2,0xb0005000,0x0ddd0666
2,0xb0005000,0x0ddd0eee
2,0xb0006000,0x01110666
2,0xb0006000,0x01110eee
2,0xb0006000,0x03330666
2,0xb0006000,0x03330eee
2,0xb0006000,0x04440666
2,0xb0006000,0x04440eee
2,0xb0006000,0x06660666
2,0xb0006000,0x06660eee
2,0xb0006000,0x09990222
2,0xb0006000,0x09990333
2,0xb0006000,0x09990444
2,0xb0006000,0x09990555
2,0xb0006000,0x09990666
2,0xb0006000,0x09990aaa
2,0xb0006000,0x09990bbb
2,0xb0006000,0x09990ccc
2,0xb0006000,0x09990ddd
2,0xb0006000,0x09990eee
2,0xb0006000,0x0bbb0666
2,0xb0006000,0x0bbb0eee
2,0xb0006000,0x0ccc0666
2,0xb0006000,0x0ccc0eee
2,0xb0006000,0x0eee0666
2,0xb0006000,0x0eee0eee
2,0xb0007000,0x02220666
2,0xb0007000,0x02220eee
2,0xb0007000,0x03330666
2,0xb0007000,0x03330eee
2,0xb0007000,0x04440666
2,0xb0007000,0x04440eee
2,0xb0007000,0x05550666
2,0xb0007000,0x05550eee
2,0xb0007000,0x0aaa0666
2,0xb0007000,0x0aaa0eee
2,0xb0007000,0x0bbb0666
2,0xb0007000,0x0bbb0eee
2,0xb0007000,0x0ccc0666
2,0xb0007000,0x0ccc0eee
2,0xb0007000,0x0ddd0222
2,0xb0007000,0x0ddd0333
2,0xb0007000,0x0ddd0444
2,0xb0007000,0x0ddd0555
2,0xb0007000,0x0ddd0666
2,0xb0007000,0x0ddd0aaa
2,0xb0007000,0x0ddd0bbb
2,0xb0007000,0x0ddd0ccc
2,0xb0007000,0x0ddd0ddd
2,0xb0007000,0x0ddd0eee
2,0xb0008000,0x01110666
2,0xb0008000,0x01110eee
2,0xb0008000,0x02220222
2,0xb0008000,0x02220333
2,0xb0008000,0x02220444
2,0xb0008000,0x02220555
2,0xb0008000,0x02220666
2,0xb0008000,0x02220aaa
2,0xb0008000,0x02220bbb
2,0xb0008000,0x02220ccc
2,0xb0008000,0x02220ddd
2,0xb0008000,0x02220eee
2,0xb0008000,0x03330666
2,0xb0008000,0x03330eee
2,0xb0008000,0x04440666
2,0xb0008000,0x04440eee
2,0xb0008000,0x06660666
2,0xb0008000,0x06660eee
2,0xb0008000,0x09990666
2,0xb0008000,0x09990eee
2,0xb0008000,0x0aaa0222
2,0xb0008000,0x0aaa0333
2,0xb0008000,0x0aaa0444
2,0xb0008000,0x0aaa0555
2,0xb0008000,0x0aaa0666
2,0xb0008000,0x0aaa0aaa
2,0xb0008000,0x0aaa0bbb
2,0xb0008000,0x0aaa0ccc
2,0xb0008000,0x0aaa0ddd
2,0xb0008000,0x0aaa0eee
2,0xb0008000,0x0bbb0666
2,0xb0008000,0x0bbb0eee
2,0xb0008000,0x0ccc0666
2,0xb0008000,0x0ccc0eee
2,0xb0008000,0x0eee0666
2,0xb0008000,0x0eee0eee
2,0xb0009000,0x02220666
2,0xb0009000,0x02220eee
2,0xb0009000,0x03330666
2,0xb0009000,0x03330eee
2,0xb0009000,0x04440666
2,0xb0009000,0x04440eee
2,0xb0009000,0x05550666
2,0xb0009000,0x05550eee
2,0xb0009000,0x06660222
2,0xb0009000,0x06660333
2,0xb0009000,0x06660444
2,0xb0009000,0x06660555
2,0xb0009000,0x06660666
2,0xb0009000,0x06660aaa
2,0xb0009000,0x06660bbb
2,0xb0009000,0x06660ccc
2,0xb0009000,0x06660ddd
2,0xb0009000,0x06660eee
2,0xb0009000,0x0aaa0666
2,0xb0009000,0x0aaa0eee
2,0xb0009000,0x0bbb0666
2,0xb0009000,0x0bbb0eee
2,0xb0009000,0x0ccc0666
2,0xb0009000,0x0ccc0eee
2,0xb0009000,0x0ddd0666
2,0xb0009000,0x0ddd0eee
2,0xb0009000,0x0eee0222
2,0xb0009000,0x0eee0333
2,0xb0009000,0x0eee0444
2,0xb0009000,0x0eee0555
2,0xb0009000,0x0eee0666
2,0xb0009000,0x0eee0aaa
2,0xb0009000,0x0eee0bbb
2,0xb0009000,0x0eee0ccc
2,0xb0009000,0x0eee0ddd
2,0xb0009000,0x0eee0eee
2,0xb000a000,0x01110666
2,0xb000a000,0x01110eee
2,0xb000a000,0x02220222
2,0xb000a000,0x02220333
2,0xb000a000,0x02220444
2,0xb000a000,0x02220555
2,0xb000a000,0x02220666
2,0xb000a000,0x02220aaa
2,0xb000a000,0x02220bbb
2,0xb000a000,0x02220ccc
2,0xb000a000,0x02220ddd
2,0xb000a000,0x02220eee
2,0xb000a000,0x03330666
2,0xb000a000,0x03330eee
2,0xb000a000,0x04440666
2,0xb000a000,0x04440eee
2,0xb000a000,0x06660666
2,0xb000a000,0x06660eee
2,0xb000a000,0x09990666
2,0xb000a000,0x09990eee
2,0xb000a000,0x0aaa0222
2,0xb000a000,0x0aaa0333
2,0xb000a000,0x0aaa0444
2,0xb000a000,0x0aaa0555
2,0xb000a000,0x0aaa0666
2,0xb000a000,0x0aaa0aaa
2,0xb000a000,0x0aaa0bbb
2,0xb000a000,0x0aaa0ccc
2,0xb000a000,0x0aaa0ddd
2,0xb000a000,0x0aaa0eee
2,0xb000a000,0x0bbb0666
2,0xb000a000,0x0bbb0eee
2,0xb000a000,0x0ccc0666
2,0xb000a000,0x0ccc0eee
2,0xb000a000,0x0eee0666
2,0xb000a000,0x0eee0eee
2,0xb000b000,0x02220666
2,0xb000b000,0x02220eee
2,0xb000b000,0x03330666
2,0xb000b000,0x03330eee
2,0xb000b000,0x04440666
2,0xb000b000,0x04440eee
2,0xb000b000,0x05550666
2,0xb000b000,0x05550eee
2,0xb000b000,0x06660222
2,0xb000b000,0x06660333
2,0xb000b000,0x06660444
2,0xb000b000,0x06660555
2,0xb000b000,0x06660666
2,0xb000b000,0x06660aaa
2,0xb000b000,0x06660bbb
2,0xb000b000,0x06660ccc
2,0xb000b000,0x06660ddd
2,0xb000b000,0x06660eee
2,0xb000b000,0x0aaa0666
2,0xb000b000,0x0aaa0eee
2,0xb000b000,0x0bbb0666
2,0xb000b000,0x0bbb0eee
2,0xb000b000,0x0ccc0666
2,0xb000b000,0x0ccc0eee
2,0xb000b000,0x0ddd0666
2,0xb000b000,0x0ddd0eee
2,0xb000b000,0x0eee0222
2,0xb000b000,0x0eee0333
2,0xb000b000,0x0eee0444
2,0xb000b000,0x0eee0555
2,0xb000b000,0x0eee0666
2,0xb000b000,0x0eee0aaa
2,0xb000b000,0x0eee0bbb
2,0xb000b000,0x0eee0ccc
2,0xb000b000,0x0eee0ddd
2,0xb000b000,0x0eee0eee
2,0xb000c000,0x03330222
2,0xb000c000,0x03330333
2,0xb000c000,0x03330444
2,0xb000c000,0x03330555
2,0xb000c000,0x03330666
2,0xb000c000,0x03330aaa
2,0xb000c000,0x03330bbb
2,0xb000c000,0x03330ccc
2,0xb000c000,0x03330ddd
2,0xb000c000,0x03330eee
2,0xb000c000,0x07770222
2,0xb000c000,0x07770333
2,0xb000c000,0x07770444
2,0xb000c000,0x07770555
2,0xb000c000,0x07770666
2,0xb000c000,0x07770aaa
2,0xb000c000,0x07770bbb
2,0xb000c000,0x07770ccc
2,0xb000c000,0x07770ddd
2,0xb000c000,0x07770eee
2,0xb000c000,0x0bbb0222
2,0xb000c000,0x0bbb0333
2,0xb000c000,0x0bbb0444
2,0xb000c000,0x0bbb0555
2,0xb000c000,0x0bbb0666
2,0xb000c000,0x0bbb0aaa
2,0xb000c000,0x0bbb0bbb
2,0xb000c000,0x0bbb0ccc
2,0xb000c000,0x0bbb0ddd
2,0xb000c000,0x0bbb0eee
2,0xb000c000,0x0fff0222
2,0xb000c000,0x0fff0333
2,0xb000c000,0x0fff0444
2,0xb000c000,0x0fff0555
2,0xb000c000,0x0fff0666
2,0xb000c000,0x0fff0aaa
2,0xb000c000,0x0fff0bbb
2,0xb000c000,0x0fff0ccc
2,0xb000c000,0x0fff0ddd
2,0xb000c000,0x0fff0eee
2,0xb000d000,0x01110666
2,0xb000d000,0x01110eee
2,0xb000d000,0x02220666
2,0xb000d000,0x02220eee
2,0xb000d000,0x05550666
2,0xb000d000,0x05550eee
2,0xb000d000,0x06660666
2,0xb000d000,0x06660eee
2,0xb000d000,0x07770222
2,0xb000d000,0x07770333
2,0xb000d000,0x07770444
2,0xb000d000,0x07770555
2,0xb000d000,0x07770666
2,0xb000d000,0x07770aaa
2,0xb000d000,0x07770bbb
2,0xb000d000,0x07770ccc
2,0xb000d000,0x07770ddd
2,0xb000d000,0x07770eee
2,0xb000d000,0x09990666
2,0xb000d000,0x09990eee
2,0xb000d000,0x0aaa0666
2,0xb000d000,0x0aaa0eee
2,0xb000d000,0x0ddd0666
2,0xb000d000,0x0ddd0eee
2,0xb000d000,0x0eee0666
2,0xb000d000,0x0eee0eee
2,0xb000d000,0x0fff0222
2,0xb000d000,0x0fff0333
2,0xb000d000,0x0fff0444
2,0xb000d000,0x0fff0555
2,0xb000d000,0x0fff0666
2,0xb000d000,0x0fff0aaa
2,0xb000d000,0x0fff0bbb
2,0xb000d000,0x0fff0ccc
2,0xb000d000,0x0fff0ddd
2,0xb000d000,0x0fff0eee
2,0xb000e000,0x03330222
2,0xb000e000,0x03330333
2,0xb000e000,0x03330444
2,0xb000e000,0x03330555
2,0xb000e000,0x03330666
2,0xb000e000,0x03330aaa
2,0xb000e000,0x03330bbb
2,0xb000e000,0x03330ccc
2,0xb000e000,0x03330ddd
2,0xb000e000,0x03330eee
2,0xb000e000,0x07770222
2,0xb000e000,0x07770333
2,0xb000e000,0x07770444
2,0xb000e000,0x07770555
2,0xb000e000,0x07770666
2,0xb000e000,0x07770aaa
2,0xb000e000,0x07770bbb
2,0xb000e000,0x07770ccc
2,0xb000e000,0x07770ddd
2,0xb000e000,0x07770eee
2,0xb000e000,0x0bbb0222
2,0xb000e000,0x0bbb0333
2,0xb000e000,0x0bbb0444
2,0xb000e000,0x0bbb0555
2,0xb000e000,0x0bbb0666
2,0xb000e000,0x0bbb0aaa
2,0xb000e000,0x0bbb0bbb
2,0xb000e000,0x0bbb0ccc
2,0xb000e000,0x0bbb0ddd
2,0xb000e000,0x0bbb0eee
2,0xb000e000,0x0fff0222
2,0xb000e000,0x0fff0333
2,0xb000e000,0x0fff0444
2,0xb000e000,0x0fff0555
2,0xb000e000,0x0fff0666
2,0xb000e000,0x0fff0aaa
2,0xb000e000,0x0fff0bbb
2,0xb000e000,0x0fff0ccc
2,0xb000e000,0x0fff0ddd
2,0xb000e000,0x0fff0eee
2,0xb000f000,0x01110666
2,0xb000f000,0x01110eee
2,0xb000f000,0x02220666
2,0xb000f000,0x02220eee
2,0xb000f000,0x05550666
2,0xb000f000,0x05550eee
2,0xb000f000,0x06660666
2,0xb000f000,0x06660eee
2,0xb000f000,0x07770222
2,0xb000f000,0x07770333
2,0xb000f000,0x07770444
2,0xb000f000,0x07770555
2,0xb000f000,0x07770666
2,0xb000f000,0x07770aaa
2,0xb000f000,0x07770bbb
2,0xb000f000,0x07770ccc
2,0xb000f000,0x07770ddd
2,0xb000f000,0x07770eee
2,0xb000f000,0x09990666
2,0xb000f000,0x09990eee
2,0xb000f000,0x0aaa0666
2,0xb000f000,0x0aaa0eee
2,0xb000f000,0x0ddd0666
2,0xb000f000,0x0ddd0eee
2,0xb000f000,0x0eee0666
2,0xb000f000,0x0eee0eee
2,0xb000f000,0x0fff0222
2,0xb000f000,0x0fff0333
2,0xb000f000,0x0fff0444
2,0xb000f000,0x0fff0555
2,0xb000f000,0x0fff0666
2,0xb000f000,0x0fff0aaa
2,0xb000f000,0x0fff0bbb
2,0xb000f000,0x0fff0ccc
2,0xb000f000,0x0fff0ddd
2,0xb000f000,0x0fff0eee
2,0xb0010000,0x400400ee
2,0xb0010000,0x40040866
2,0xb0010000,0x500500ee
2,0xb0010000,0x50050866
2,0xb0010000,0xb00b05ee
2,0xb0010000,0xb00b0d66
2,0xb0010000,0xe00e0266
2,0xb0010000,0xe00e0366
2,0xb0010000,0xe00e0aee
2,0xb0010000,0xe00e0bee
2,0xb0020000,0x700706ee
2,0xb0020000,0x70070e66
2,0xb0020000,0x80080166
2,0xb0020000,0x800806ee
2,0xb0020000,0x800809ee
2,0xb0020000,0x80080e66
2,0xb0020000,0xc00c02ee
2,0xb0020000,0xc00c0a66
2,0xb0020000,0xf00f01ee
2,0xb0020000,0xf00f0966
2,0xb0030000,0x300304ee
2,0xb0030000,0x30030c66
2,0xb0030000,0x40040266
2,0xb0030000,0x40040aee
2,0xb0030000,0x60060066
2,0xb0030000,0x60060166
2,0xb0030000,0x600608ee
2,0xb0030000,0x600609ee
2,0xb0030000,0x70070066
2,0xb0030000,0x700708ee
2,0xb0030000,0xa00a0566
2,0xb0030000,0xa00a0dee
2,0xb0040000,0x10010766
2,0xb0040000,0x100107ee
2,0xb0040000,0x10010f66
2,0xb0040000,0x10010fee
2,0xb0040000,0x50050366
2,0xb0040000,0x500503ee
2,0xb0040000,0x50050b66
2,0xb0040000,0x50050bee
2,0xb0040000,0x90090766
2,0xb0040000,0x90090fee
2,0xb0040000,0xb00b00ee
2,0xb0040000,0xb00b0866
2,0xb0040000,0xd00d0366
2,0xb0040000,0xd00d0bee
2,0xb0040000,0xe00e05ee
2,0xb0040000,0xe00e0d66
2,0xb0050000,0x100100ee
2,0xb0050000,0x10010366
2,0xb0050000,0x10010866
2,0xb0050000,0x10010bee
2,0xb0050000,0x400400ee
2,0xb0050000,0x40040866
2,0xb0050000,0x50050766
2,0xb0050000,0x50050fee
2,0xb0050000,0xe00e0266
2,0xb0050000,0xe00e0766
2,0xb0050000,0xe00e0aee
2,0xb0050000,0xe00e0fee
2,0xb0060000,0x10010366
2,0xb0060000,0x10010bee
2,0xb0060000,0x300303ee
2,0xb0060000,0x30030b66
2,0xb0060000,0x50050766
2,0xb0060000,0x50050fee
2,0xb0060000,0x900900ee
2,0xb0060000,0x900907ee
2,0xb0060000,0x90090866
2,0xb0060000,0x90090f66
2,0xb0060000,0xd00d03ee
2,0xb0060000,0xd00d0566
2,0xb0060000,0xd00d0b66
2,0xb0060000,0xd00d0dee
2,0xb0060000,0xe00e07ee
